User_ID,Age,Gender,Caloric Goal (kcal),Dietary Preferences,Allergies,Meal Plan,Calories Per Meal,Macronutrients,Recipes
973,34,Female,3425,Gluten-Free,Dairy,Lunch,702,Low Carb,Steak and Vegetables
974,22,Male,2353,Gluten-Free,None,Breakfast,765,High Protein,Steak and Vegetables
975,25,Female,2809,None,Nuts,Lunch,570,High Fat,Vegan Smoothie
976,57,Female,2339,Gluten-Free,Dairy,Breakfast,375,Balanced,Steak and Vegetables
977,63,Male,1991,Gluten-Free,Nuts,Dinner,409,High Protein,Quinoa Bowl
978,22,Female,3486,Vegan,Dairy,Lunch,758,High Fat,Vegan Smoothie
979,34,Female,1937,None,None,Breakfast,304,High Fat,Vegan Smoothie
980,56,Female,2725,Vegetarian,None,Snacks,446,High Fat,Vegan Smoothie
981,56,Female,1780,Gluten-Free,None,Breakfast,557,Low Carb,Steak and Vegetables
982,59,Female,3205,Vegetarian,Shellfish,Breakfast,463,Low Carb,Steak and Vegetables
983,44,Female,2903,Vegetarian,Dairy,Snacks,692,Low Carb,Steak and Vegetables
984,49,Male,2851,Gluten-Free,Nuts,Lunch,422,Balanced,Quinoa Bowl
985,24,Male,3162,None,None,Snacks,755,Balanced,Quinoa Bowl
986,39,Male,1944,Vegetarian,Dairy,Dinner,586,High Fat,Quinoa Bowl
987,29,Female,2177,Gluten-Free,Nuts,Breakfast,346,Balanced,Vegan Smoothie
988,41,Male,2559,Vegan,Shellfish,Snacks,393,Balanced,Grilled Chicken Salad
989,60,Male,2052,Gluten-Free,Dairy,Dinner,739,High Protein,Vegan Smoothie
990,34,Female,2314,None,Nuts,Dinner,313,Low Carb,Steak and Vegetables
991,24,Female,2251,Vegan,Dairy,Lunch,486,High Protein,Grilled Chicken Salad
992,34,Male,2482,None,Dairy,Dinner,322,High Protein,Quinoa Bowl
993,37,Female,3066,None,Dairy,Breakfast,626,Balanced,Quinoa Bowl
994,44,Female,2269,Vegan,None,Dinner,320,High Fat,Steak and Vegetables
995,62,Male,3103,None,Dairy,Dinner,755,High Fat,Grilled Chicken Salad
996,27,Female,2685,Gluten-Free,Dairy,Snacks,751,High Protein,Grilled Chicken Salad
997,23,Male,2019,Vegan,Nuts,Lunch,499,High Protein,Vegan Smoothie
998,49,Female,2067,Vegetarian,Dairy,Dinner,404,High Protein,Quinoa Bowl
999,25,Male,3131,Gluten-Free,Shellfish,Breakfast,374,Balanced,Grilled Chicken Salad
1000,61,Female,1766,Vegan,None,Breakfast,323,High Protein,Vegan Smoothie
1001,61,Female,1970,None,None,Breakfast,436,Low Carb,Quinoa Bowl
1002,36,Female,2593,Vegetarian,Dairy,Lunch,764,High Protein,Vegan Smoothie
1003,36,Female,2085,Gluten-Free,Dairy,Lunch,573,High Protein,Vegan Smoothie
1004,39,Male,2258,Gluten-Free,Nuts,Breakfast,448,High Protein,Grilled Chicken Salad
1005,52,Female,3487,Gluten-Free,Shellfish,Dinner,778,Low Carb,Steak and Vegetables
1006,45,Male,2590,None,Dairy,Lunch,692,Balanced,Steak and Vegetables
1007,50,Male,2663,None,None,Dinner,728,Low Carb,Vegan Smoothie
1008,23,Female,3480,Gluten-Free,None,Dinner,397,Low Carb,Grilled Chicken Salad
1009,29,Male,3292,Vegan,Dairy,Snacks,380,Low Carb,Steak and Vegetables
1010,50,Female,2217,Vegetarian,Nuts,Snacks,704,High Fat,Vegan Smoothie
1011,51,Male,3383,Vegetarian,Dairy,Lunch,514,High Protein,Grilled Chicken Salad
1012,29,Male,3046,Gluten-Free,Dairy,Dinner,471,Low Carb,Vegan Smoothie
1013,54,Female,3065,Vegan,Nuts,Dinner,680,Balanced,Vegan Smoothie
1014,53,Female,3139,Vegetarian,Dairy,Breakfast,335,High Protein,Vegan Smoothie
1015,20,Male,2760,None,Shellfish,Dinner,525,High Fat,Grilled Chicken Salad
1016,53,Male,2141,Gluten-Free,Nuts,Dinner,629,High Fat,Vegan Smoothie
1017,56,Male,2775,Gluten-Free,Nuts,Lunch,649,High Fat,Quinoa Bowl
1018,45,Female,1633,None,Shellfish,Lunch,591,High Fat,Grilled Chicken Salad
1019,28,Female,1651,Vegetarian,None,Dinner,715,High Fat,Vegan Smoothie
1020,33,Female,2729,Gluten-Free,Shellfish,Dinner,454,High Protein,Quinoa Bowl
1021,20,Female,3327,Vegetarian,Dairy,Snacks,620,High Fat,Steak and Vegetables
1022,39,Female,2141,Gluten-Free,Dairy,Lunch,508,High Protein,Steak and Vegetables
1023,32,Male,2010,Vegan,Shellfish,Dinner,343,Low Carb,Grilled Chicken Salad
1024,52,Male,2974,Vegan,Nuts,Breakfast,500,High Fat,Steak and Vegetables
1025,37,Male,3445,None,None,Snacks,509,High Fat,Vegan Smoothie
1026,60,Male,1656,None,None,Dinner,705,Balanced,Grilled Chicken Salad
1027,21,Female,2738,None,Shellfish,Snacks,649,High Protein,Grilled Chicken Salad
1028,46,Female,2895,Vegan,Shellfish,Dinner,758,High Protein,Vegan Smoothie
1029,37,Male,1627,Vegan,None,Dinner,551,High Fat,Steak and Vegetables
1030,46,Female,2829,Vegetarian,Dairy,Snacks,533,Balanced,Quinoa Bowl
1031,31,Male,2274,Gluten-Free,Shellfish,Dinner,597,Balanced,Steak and Vegetables
1032,18,Female,3351,Vegan,Dairy,Lunch,786,Low Carb,Grilled Chicken Salad
1033,35,Male,2847,None,Dairy,Snacks,762,Balanced,Steak and Vegetables
1034,34,Male,3289,None,Nuts,Dinner,795,High Protein,Vegan Smoothie
1035,32,Female,1834,Vegan,Shellfish,Snacks,363,Low Carb,Vegan Smoothie
1036,42,Female,2674,Gluten-Free,Nuts,Breakfast,655,High Fat,Steak and Vegetables
1037,30,Female,2631,None,Dairy,Dinner,695,Balanced,Grilled Chicken Salad
1038,50,Female,3011,Vegetarian,Dairy,Breakfast,538,High Fat,Steak and Vegetables
1039,41,Male,3185,None,Nuts,Snacks,608,High Fat,Grilled Chicken Salad
1040,51,Male,3162,Gluten-Free,None,Lunch,773,Low Carb,Quinoa Bowl
1041,28,Male,2755,Vegetarian,Nuts,Breakfast,732,Low Carb,Quinoa Bowl
1042,54,Female,3362,None,None,Lunch,305,Balanced,Quinoa Bowl
1043,64,Female,2829,Vegan,None,Lunch,398,High Protein,Steak and Vegetables
1044,42,Male,3245,Gluten-Free,Shellfish,Lunch,408,Balanced,Grilled Chicken Salad
1045,58,Male,2521,Vegetarian,Nuts,Breakfast,749,Low Carb,Vegan Smoothie
1046,49,Female,1857,Vegetarian,Dairy,Snacks,491,High Protein,Grilled Chicken Salad
1047,18,Male,3124,Vegan,Nuts,Snacks,706,High Fat,Grilled Chicken Salad
1048,46,Female,2571,Vegetarian,Nuts,Snacks,559,High Protein,Steak and Vegetables
1049,58,Female,1755,None,None,Breakfast,657,Balanced,Grilled Chicken Salad
1050,28,Male,1770,Vegetarian,Dairy,Breakfast,726,Low Carb,Grilled Chicken Salad
1051,39,Female,2005,Vegetarian,Dairy,Lunch,494,High Protein,Quinoa Bowl
1052,29,Female,2913,None,Nuts,Dinner,789,Low Carb,Vegan Smoothie
1053,18,Male,2504,Vegetarian,Nuts,Breakfast,500,Low Carb,Quinoa Bowl
1054,33,Male,2582,Vegetarian,Dairy,Breakfast,382,High Protein,Vegan Smoothie
1055,33,Female,1732,Vegan,Dairy,Breakfast,557,Balanced,Quinoa Bowl
1056,56,Male,2471,None,Nuts,Dinner,318,High Protein,Grilled Chicken Salad
1057,20,Male,3371,Vegetarian,Shellfish,Lunch,556,High Protein,Quinoa Bowl
1058,54,Male,1909,Vegetarian,Dairy,Snacks,416,Balanced,Steak and Vegetables
1059,53,Female,2434,None,Shellfish,Dinner,370,Balanced,Steak and Vegetables
1060,47,Male,1827,Vegan,None,Snacks,757,Low Carb,Steak and Vegetables
1061,20,Female,2678,Vegetarian,Dairy,Snacks,541,Low Carb,Steak and Vegetables
1062,52,Female,2742,Vegan,None,Dinner,624,Low Carb,Grilled Chicken Salad
1063,48,Female,3150,None,Nuts,Snacks,403,Low Carb,Vegan Smoothie
1064,52,Female,2511,Gluten-Free,Shellfish,Dinner,434,High Fat,Steak and Vegetables
1065,29,Male,3161,None,None,Lunch,609,Low Carb,Quinoa Bowl
1066,47,Male,2460,Gluten-Free,Shellfish,Breakfast,465,Low Carb,Quinoa Bowl
1067,42,Male,2438,Gluten-Free,Dairy,Breakfast,671,Balanced,Grilled Chicken Salad
1068,40,Female,2948,None,None,Breakfast,565,High Fat,Steak and Vegetables
1069,34,Male,3224,Vegan,Shellfish,Snacks,579,High Protein,Grilled Chicken Salad
1070,57,Male,2248,Gluten-Free,Dairy,Snacks,305,High Fat,Grilled Chicken Salad
1071,18,Female,1787,Vegan,Shellfish,Lunch,791,Low Carb,Vegan Smoothie
1072,34,Female,2270,Vegetarian,None,Dinner,405,High Fat,Grilled Chicken Salad
1073,58,Female,2745,Gluten-Free,Dairy,Lunch,722,High Fat,Vegan Smoothie
1074,60,Male,1750,Vegan,Nuts,Lunch,306,Balanced,Quinoa Bowl
1075,62,Male,2712,None,Nuts,Dinner,674,High Protein,Quinoa Bowl
1076,52,Male,1644,None,Shellfish,Snacks,393,Low Carb,Vegan Smoothie
1077,35,Male,3172,None,Dairy,Lunch,731,Balanced,Vegan Smoothie
1078,27,Female,1940,Vegetarian,Shellfish,Snacks,774,High Fat,Grilled Chicken Salad
1079,64,Female,2381,Gluten-Free,None,Dinner,332,Balanced,Grilled Chicken Salad
1080,50,Male,3083,None,Nuts,Lunch,366,High Fat,Vegan Smoothie
1081,23,Female,2018,Vegetarian,None,Snacks,485,High Fat,Grilled Chicken Salad
1082,38,Male,2811,None,Dairy,Lunch,722,High Protein,Steak and Vegetables
1083,64,Female,2104,Vegetarian,None,Snacks,363,High Fat,Vegan Smoothie
1084,47,Female,3093,Vegetarian,Nuts,Lunch,303,High Fat,Quinoa Bowl
1085,43,Male,2477,Vegan,Dairy,Dinner,720,High Protein,Quinoa Bowl
1086,24,Female,2122,None,Shellfish,Lunch,368,Balanced,Quinoa Bowl
1087,38,Female,3168,Vegetarian,Dairy,Breakfast,529,Low Carb,Vegan Smoothie
1088,55,Male,2621,Vegetarian,None,Breakfast,586,Low Carb,Quinoa Bowl
1089,64,Female,2818,None,Dairy,Snacks,595,Balanced,Steak and Vegetables
1090,62,Female,2154,None,None,Snacks,728,High Protein,Grilled Chicken Salad
1091,50,Female,2637,None,None,Dinner,769,Balanced,Steak and Vegetables
1092,20,Female,1825,Gluten-Free,None,Dinner,596,Low Carb,Quinoa Bowl
1093,29,Female,1731,None,None,Snacks,755,Balanced,Quinoa Bowl
1094,50,Male,2375,Vegan,Nuts,Lunch,459,Balanced,Steak and Vegetables
1095,41,Female,2555,Vegan,Nuts,Snacks,635,Low Carb,Steak and Vegetables
1096,24,Female,1936,Vegetarian,None,Breakfast,697,Balanced,Vegan Smoothie
1097,25,Male,2454,Gluten-Free,None,Breakfast,731,High Protein,Steak and Vegetables
1098,64,Male,2398,Vegetarian,Nuts,Breakfast,728,Low Carb,Grilled Chicken Salad
1099,54,Female,2676,None,Nuts,Snacks,399,Low Carb,Steak and Vegetables
1100,52,Male,1556,Gluten-Free,Shellfish,Lunch,369,Low Carb,Quinoa Bowl
1101,24,Female,3342,Vegan,Nuts,Breakfast,427,Balanced,Vegan Smoothie
1102,21,Female,3052,Vegan,Nuts,Snacks,698,Low Carb,Steak and Vegetables
1103,51,Female,2261,Vegan,None,Snacks,310,High Protein,Vegan Smoothie
1104,56,Female,1674,Vegetarian,Dairy,Snacks,389,High Fat,Quinoa Bowl
1105,39,Male,2393,Gluten-Free,Nuts,Breakfast,384,Balanced,Grilled Chicken Salad
1106,50,Female,3302,Vegan,None,Breakfast,572,Balanced,Vegan Smoothie
1107,28,Female,2942,Gluten-Free,Dairy,Breakfast,454,High Protein,Quinoa Bowl
1108,26,Male,3425,Vegetarian,Nuts,Lunch,714,High Protein,Grilled Chicken Salad
1109,59,Female,1908,None,Nuts,Lunch,505,Low Carb,Steak and Vegetables
1110,32,Male,3436,Vegetarian,Nuts,Dinner,415,Balanced,Steak and Vegetables
1111,45,Male,3474,Vegan,Shellfish,Lunch,460,Low Carb,Steak and Vegetables
1112,47,Male,3397,None,Shellfish,Lunch,301,Balanced,Grilled Chicken Salad
1113,59,Male,2425,Gluten-Free,None,Breakfast,322,High Fat,Quinoa Bowl
1114,61,Male,2533,Gluten-Free,None,Dinner,489,Balanced,Steak and Vegetables
1115,40,Female,3447,Vegetarian,Dairy,Lunch,529,High Protein,Vegan Smoothie
1116,21,Male,2206,Vegan,Dairy,Dinner,737,Low Carb,Quinoa Bowl
1117,31,Female,3474,Vegetarian,Shellfish,Snacks,336,Balanced,Steak and Vegetables
1118,36,Male,2733,Vegetarian,None,Lunch,517,Low Carb,Grilled Chicken Salad
1119,41,Male,2091,None,None,Lunch,685,Balanced,Vegan Smoothie
1120,62,Female,3013,Vegan,Nuts,Lunch,463,Low Carb,Steak and Vegetables
1121,53,Male,2651,Gluten-Free,Shellfish,Breakfast,518,Balanced,Quinoa Bowl
1122,24,Male,3285,Vegetarian,Nuts,Lunch,312,Low Carb,Steak and Vegetables
1123,35,Male,2677,None,Shellfish,Breakfast,431,High Fat,Quinoa Bowl
1124,60,Male,2860,Vegan,Nuts,Lunch,515,High Fat,Steak and Vegetables
1125,62,Female,1796,None,Shellfish,Dinner,670,Low Carb,Grilled Chicken Salad
1126,32,Female,1560,Vegetarian,Nuts,Breakfast,771,High Protein,Quinoa Bowl
1127,64,Male,2388,Gluten-Free,Nuts,Lunch,438,Low Carb,Vegan Smoothie
1128,22,Male,2196,None,Nuts,Snacks,339,High Fat,Vegan Smoothie
1129,58,Female,2824,Vegetarian,Shellfish,Lunch,316,High Protein,Vegan Smoothie
1130,53,Male,1527,Gluten-Free,Nuts,Lunch,594,High Protein,Quinoa Bowl
1131,37,Female,1903,Vegan,Shellfish,Dinner,514,Low Carb,Grilled Chicken Salad
1132,24,Male,1537,Vegan,Nuts,Snacks,722,High Fat,Vegan Smoothie
1133,27,Female,1849,Vegan,Nuts,Lunch,399,Balanced,Vegan Smoothie
1134,18,Male,1640,Vegan,Nuts,Dinner,527,High Protein,Steak and Vegetables
1135,51,Female,2408,Gluten-Free,Nuts,Snacks,406,Low Carb,Vegan Smoothie
1136,40,Male,1531,Vegan,None,Lunch,624,High Fat,Grilled Chicken Salad
1137,47,Female,3126,None,Nuts,Dinner,420,High Fat,Grilled Chicken Salad
1138,59,Female,3186,Vegan,Dairy,Breakfast,585,Low Carb,Grilled Chicken Salad
1139,57,Female,2578,None,Dairy,Dinner,626,Low Carb,Grilled Chicken Salad
1140,36,Female,2176,Vegan,None,Lunch,617,Balanced,Grilled Chicken Salad
1141,50,Male,2107,None,None,Breakfast,619,High Protein,Quinoa Bowl
1142,51,Male,3435,Vegetarian,None,Lunch,601,High Fat,Grilled Chicken Salad
1143,33,Male,2790,Vegetarian,Shellfish,Dinner,354,High Protein,Steak and Vegetables
1144,51,Female,3119,Vegan,Dairy,Breakfast,744,Balanced,Vegan Smoothie
1145,47,Male,2022,Vegetarian,None,Lunch,557,High Protein,Quinoa Bowl
1146,41,Male,3404,Vegan,None,Snacks,403,Balanced,Steak and Vegetables
1147,49,Male,2420,None,Nuts,Dinner,678,Low Carb,Grilled Chicken Salad
1148,53,Female,2632,Vegetarian,Dairy,Dinner,417,High Protein,Vegan Smoothie
1149,33,Male,1535,Gluten-Free,Dairy,Snacks,747,Balanced,Steak and Vegetables
1150,36,Female,1737,None,None,Dinner,457,High Protein,Steak and Vegetables
1151,57,Male,3208,Gluten-Free,None,Breakfast,597,Balanced,Grilled Chicken Salad
1152,20,Female,2319,Vegetarian,Dairy,Snacks,392,High Fat,Vegan Smoothie
1153,34,Male,2174,Vegetarian,Nuts,Lunch,473,High Fat,Vegan Smoothie
1154,48,Female,1524,Gluten-Free,Nuts,Lunch,634,High Protein,Steak and Vegetables
1155,20,Female,2141,Vegan,Dairy,Snacks,420,Low Carb,Steak and Vegetables
1156,29,Male,2957,Vegetarian,None,Lunch,694,High Protein,Steak and Vegetables
1157,55,Male,2038,Vegan,None,Breakfast,626,High Protein,Steak and Vegetables
1158,63,Male,2445,None,Dairy,Lunch,446,Balanced,Steak and Vegetables
1159,47,Male,2047,None,Dairy,Lunch,649,High Fat,Steak and Vegetables
1160,57,Male,3182,Gluten-Free,None,Lunch,356,High Fat,Steak and Vegetables
1161,23,Male,3397,Vegan,Dairy,Snacks,363,High Protein,Quinoa Bowl
1162,30,Male,2293,None,Dairy,Dinner,721,High Fat,Grilled Chicken Salad
1163,51,Male,2940,Gluten-Free,Dairy,Lunch,306,High Protein,Vegan Smoothie
1164,22,Female,2399,Vegan,Dairy,Snacks,545,Balanced,Grilled Chicken Salad
1165,39,Female,3229,Vegetarian,None,Dinner,463,Balanced,Steak and Vegetables
1166,26,Male,2681,None,None,Snacks,313,High Protein,Steak and Vegetables
1167,50,Male,2212,Vegan,Shellfish,Dinner,387,Balanced,Grilled Chicken Salad
1168,44,Female,3012,Vegan,None,Snacks,496,High Fat,Vegan Smoothie
1169,29,Male,2589,Vegetarian,Shellfish,Dinner,374,Balanced,Grilled Chicken Salad
1170,35,Male,1683,Gluten-Free,Nuts,Snacks,667,High Fat,Quinoa Bowl
1171,64,Male,2232,None,None,Dinner,466,High Fat,Quinoa Bowl
1172,59,Male,2769,Gluten-Free,Dairy,Lunch,326,Balanced,Steak and Vegetables
1173,26,Female,3033,Vegetarian,Nuts,Lunch,709,Low Carb,Quinoa Bowl
1174,42,Female,1765,None,Nuts,Dinner,763,Balanced,Vegan Smoothie
1175,47,Male,1923,Gluten-Free,Nuts,Lunch,541,High Fat,Grilled Chicken Salad
1176,54,Male,3107,Gluten-Free,Shellfish,Dinner,548,Balanced,Vegan Smoothie
1177,59,Male,2836,None,Dairy,Breakfast,500,High Protein,Vegan Smoothie
1178,33,Male,3340,Vegetarian,Dairy,Lunch,755,Balanced,Grilled Chicken Salad
1179,44,Male,3229,Vegan,Nuts,Dinner,458,Balanced,Quinoa Bowl
1180,40,Male,2360,Gluten-Free,Nuts,Breakfast,697,Balanced,Steak and Vegetables
1181,23,Male,2286,Vegetarian,Nuts,Lunch,615,Balanced,Steak and Vegetables
1182,48,Male,2928,Gluten-Free,Nuts,Snacks,435,Low Carb,Steak and Vegetables
1183,59,Female,3491,Vegetarian,Dairy,Lunch,593,Balanced,Steak and Vegetables
1184,31,Male,1811,Vegan,Shellfish,Snacks,726,High Fat,Grilled Chicken Salad
1185,44,Female,3224,None,None,Snacks,392,High Protein,Grilled Chicken Salad
1186,34,Male,2760,None,Nuts,Breakfast,331,High Fat,Vegan Smoothie
1187,60,Male,3187,Vegetarian,Nuts,Lunch,383,Low Carb,Quinoa Bowl
1188,23,Male,1979,Vegetarian,Nuts,Snacks,472,Low Carb,Quinoa Bowl
1189,31,Female,3434,Vegan,Nuts,Breakfast,544,Balanced,Quinoa Bowl
1190,36,Female,2017,Vegetarian,Shellfish,Lunch,769,High Fat,Vegan Smoothie
1191,27,Female,1709,Vegetarian,Shellfish,Breakfast,385,High Protein,Steak and Vegetables
1192,62,Male,3334,None,Dairy,Snacks,486,Low Carb,Steak and Vegetables
1193,48,Male,3112,Vegetarian,None,Snacks,428,High Fat,Grilled Chicken Salad
1194,44,Female,3488,Gluten-Free,Nuts,Lunch,716,High Fat,Grilled Chicken Salad
1195,56,Female,1543,None,Shellfish,Dinner,660,High Fat,Steak and Vegetables
1196,57,Male,1608,Vegetarian,None,Lunch,528,Balanced,Quinoa Bowl
1197,20,Female,1627,Gluten-Free,Nuts,Snacks,330,Balanced,Quinoa Bowl
1198,64,Male,2603,Vegan,None,Breakfast,402,Balanced,Grilled Chicken Salad
1199,45,Female,1519,Vegetarian,None,Snacks,506,High Protein,Vegan Smoothie
1200,41,Male,3294,Vegetarian,None,Breakfast,433,Low Carb,Steak and Vegetables
1201,54,Female,2400,Vegan,Dairy,Dinner,543,Low Carb,Quinoa Bowl
1202,28,Male,2370,Gluten-Free,Nuts,Breakfast,588,Balanced,Quinoa Bowl
1203,28,Male,2180,Gluten-Free,Shellfish,Dinner,369,Balanced,Quinoa Bowl
1204,48,Male,3493,Gluten-Free,None,Breakfast,758,High Fat,Steak and Vegetables
1205,64,Female,2938,Gluten-Free,Nuts,Lunch,346,Low Carb,Vegan Smoothie
1206,31,Male,2105,Vegan,Nuts,Lunch,641,Balanced,Steak and Vegetables
1207,60,Male,3369,Gluten-Free,Shellfish,Snacks,445,High Fat,Grilled Chicken Salad
1208,28,Male,2473,Vegan,Shellfish,Snacks,417,Balanced,Vegan Smoothie
1209,61,Male,2698,Gluten-Free,Dairy,Snacks,501,High Protein,Steak and Vegetables
1210,23,Male,2104,Vegan,Dairy,Snacks,547,Low Carb,Grilled Chicken Salad
1211,18,Male,1696,Gluten-Free,Dairy,Breakfast,490,High Protein,Grilled Chicken Salad
1212,29,Male,2527,Vegan,None,Dinner,775,Balanced,Vegan Smoothie
1213,19,Female,2363,Vegetarian,Shellfish,Breakfast,725,Balanced,Vegan Smoothie
1214,53,Male,1654,Gluten-Free,Dairy,Lunch,645,Low Carb,Grilled Chicken Salad
1215,26,Male,2108,Gluten-Free,None,Snacks,421,High Protein,Steak and Vegetables
1216,33,Male,2219,Vegan,Nuts,Breakfast,637,High Fat,Steak and Vegetables
1217,58,Male,2978,Vegetarian,Nuts,Lunch,435,High Fat,Vegan Smoothie
1218,59,Female,2216,Vegetarian,Shellfish,Snacks,305,Balanced,Vegan Smoothie
1219,51,Male,2637,Vegan,Dairy,Lunch,517,Low Carb,Vegan Smoothie
1220,18,Female,3157,None,Nuts,Lunch,346,High Fat,Vegan Smoothie
1221,50,Male,3030,Gluten-Free,None,Snacks,330,Balanced,Quinoa Bowl
1222,19,Male,2482,Gluten-Free,Shellfish,Breakfast,652,High Fat,Vegan Smoothie
1223,46,Female,3106,Vegetarian,None,Snacks,520,High Protein,Grilled Chicken Salad
1224,59,Female,2305,Gluten-Free,Dairy,Breakfast,382,High Protein,Vegan Smoothie
1225,26,Male,2500,None,Dairy,Lunch,454,Low Carb,Steak and Vegetables
1226,25,Male,1707,Vegan,Shellfish,Lunch,614,Low Carb,Quinoa Bowl
1227,45,Male,3122,Vegan,Shellfish,Breakfast,381,Balanced,Grilled Chicken Salad
1228,20,Female,2755,Vegan,Dairy,Breakfast,559,High Protein,Quinoa Bowl
1229,61,Female,2863,Gluten-Free,Dairy,Dinner,386,Balanced,Grilled Chicken Salad
1230,28,Female,2930,Vegetarian,Shellfish,Breakfast,691,High Protein,Steak and Vegetables
1231,18,Female,3083,None,Dairy,Dinner,787,High Fat,Quinoa Bowl
1232,23,Male,2985,Vegetarian,Nuts,Snacks,451,High Fat,Quinoa Bowl
1233,59,Male,2303,Vegan,Dairy,Dinner,688,High Protein,Quinoa Bowl
1234,30,Male,2569,None,Nuts,Breakfast,475,Balanced,Vegan Smoothie
1235,62,Female,1759,Gluten-Free,Dairy,Lunch,502,Balanced,Grilled Chicken Salad
1236,44,Male,1818,None,Shellfish,Breakfast,662,Balanced,Grilled Chicken Salad
1237,40,Female,1661,Gluten-Free,Nuts,Dinner,313,High Fat,Grilled Chicken Salad
1238,51,Male,2861,Vegan,Dairy,Dinner,438,High Fat,Vegan Smoothie
1239,60,Female,2480,Vegan,Nuts,Dinner,632,High Protein,Quinoa Bowl
1240,49,Female,2424,Vegan,Shellfish,Lunch,321,High Protein,Steak and Vegetables
1241,46,Female,1714,Vegetarian,Dairy,Breakfast,531,Low Carb,Steak and Vegetables
1242,23,Female,2065,None,Dairy,Breakfast,441,High Fat,Vegan Smoothie
1243,57,Male,2004,None,Shellfish,Lunch,575,High Fat,Steak and Vegetables
1244,31,Male,3014,None,None,Lunch,428,High Protein,Vegan Smoothie
1245,31,Male,2457,Gluten-Free,None,Lunch,320,Low Carb,Vegan Smoothie
1246,50,Male,2381,Vegetarian,Nuts,Lunch,606,High Protein,Grilled Chicken Salad
1247,63,Female,2286,Vegetarian,Shellfish,Snacks,644,High Fat,Vegan Smoothie
1248,41,Male,2735,Vegetarian,Nuts,Breakfast,391,Low Carb,Quinoa Bowl
1249,52,Male,3154,Vegetarian,Dairy,Lunch,400,High Protein,Grilled Chicken Salad
1250,28,Female,2936,Vegetarian,Dairy,Snacks,395,High Fat,Vegan Smoothie
1251,31,Male,2840,Gluten-Free,Dairy,Breakfast,483,Balanced,Vegan Smoothie
1252,62,Male,1622,None,Dairy,Lunch,399,Balanced,Grilled Chicken Salad
1253,62,Female,2098,Vegetarian,None,Lunch,335,Balanced,Vegan Smoothie
1254,43,Male,1782,Vegan,Dairy,Snacks,685,High Fat,Steak and Vegetables
1255,43,Female,1517,Vegan,None,Lunch,595,Low Carb,Vegan Smoothie
1256,57,Female,2103,Vegan,Shellfish,Breakfast,456,High Fat,Steak and Vegetables
1257,51,Female,3281,None,Shellfish,Snacks,731,High Fat,Vegan Smoothie
1258,32,Male,2020,Vegan,Shellfish,Dinner,409,Low Carb,Quinoa Bowl
1259,45,Female,2356,Gluten-Free,Nuts,Lunch,699,High Fat,Steak and Vegetables
1260,48,Female,1710,Gluten-Free,Nuts,Breakfast,774,High Fat,Grilled Chicken Salad
1261,19,Female,2883,None,None,Snacks,628,Balanced,Quinoa Bowl
1262,39,Female,3126,Gluten-Free,Nuts,Breakfast,659,Balanced,Quinoa Bowl
1263,58,Female,1772,Gluten-Free,Dairy,Dinner,408,High Protein,Vegan Smoothie
1264,52,Female,2139,Gluten-Free,Nuts,Dinner,432,Low Carb,Quinoa Bowl
1265,35,Male,2336,Vegan,Nuts,Lunch,484,Low Carb,Vegan Smoothie
1266,61,Male,1696,Vegetarian,None,Dinner,440,Low Carb,Steak and Vegetables
1267,49,Male,3282,Vegan,Shellfish,Snacks,536,High Fat,Grilled Chicken Salad
1268,52,Male,3268,Vegan,Nuts,Dinner,644,High Protein,Quinoa Bowl
1269,64,Male,2808,Gluten-Free,Dairy,Snacks,688,Low Carb,Quinoa Bowl
1270,23,Female,3069,Gluten-Free,Dairy,Lunch,793,High Fat,Grilled Chicken Salad
1271,21,Male,2819,Gluten-Free,None,Breakfast,436,Low Carb,Vegan Smoothie
1272,47,Female,2225,None,None,Breakfast,348,High Fat,Vegan Smoothie
1273,29,Female,3030,None,Shellfish,Dinner,446,Balanced,Quinoa Bowl
1274,54,Female,2681,Vegetarian,Dairy,Snacks,304,Balanced,Grilled Chicken Salad
1275,25,Male,3063,Vegan,Nuts,Dinner,523,High Fat,Grilled Chicken Salad
1276,38,Male,2823,Vegan,Nuts,Dinner,691,Low Carb,Steak and Vegetables
1277,48,Male,3067,Gluten-Free,None,Lunch,446,Balanced,Quinoa Bowl
1278,39,Female,1792,Gluten-Free,Dairy,Snacks,686,High Protein,Vegan Smoothie
1279,31,Male,1548,Vegan,Dairy,Breakfast,578,Balanced,Steak and Vegetables
1280,26,Female,2745,Vegetarian,Dairy,Breakfast,598,High Fat,Steak and Vegetables
1281,50,Male,1725,Vegetarian,Dairy,Breakfast,565,Low Carb,Quinoa Bowl
1282,33,Male,3097,Vegetarian,Nuts,Lunch,383,Low Carb,Quinoa Bowl
1283,35,Female,3271,None,Nuts,Dinner,785,Balanced,Steak and Vegetables
1284,33,Male,1915,None,Shellfish,Breakfast,704,Balanced,Grilled Chicken Salad
1285,47,Female,1687,Gluten-Free,Shellfish,Dinner,702,Balanced,Quinoa Bowl
1286,61,Female,2944,Vegetarian,None,Lunch,633,Balanced,Vegan Smoothie
1287,29,Male,2275,None,None,Dinner,621,Low Carb,Quinoa Bowl
1288,31,Female,1588,None,None,Lunch,523,Balanced,Vegan Smoothie
1289,57,Female,1543,Gluten-Free,Dairy,Dinner,709,Low Carb,Vegan Smoothie
